"";"is_canceled";"lead_time";"children_babies";"booking_changes";"adr";"total_of_special_requests"
"48528";"0";262;0;0;90;0
"33920";"0";87;0;0;142;3
"32498";"0";106;0;0;92;0
"35032";"0";90;0;1;115;1
"87075";"0";11;0;0;153;2
"19889";"1";74;2;0;94;1
"85052";"0";9;2;2;145;1
"92248";"0";10;1;0;108;1
"1104";"1";66;0;0;154;0
"25628";"1";15;0;0;116,1;0
"50929";"0";105;1;0;152,1;0
"48351";"0";0;0;0;132,9;0
"71156";"1";444;0;2;50;0
"39152";"0";266;0;0;80,85;2
"61482";"1";41;0;0;126;0
"101241";"0";222;1;0;125,1;1
"94284";"0";106;0;0;97,2;1
"51708";"1";81;0;0;149,4;0
"55871";"1";391;0;0;88,4;2
"69528";"1";12;0;0;130;0
"31891";"0";0;0;0;61,33;0
"76081";"0";0;0;0;137,7;2
"89393";"0";3;0;0;59,33;1
"67027";"1";50;1;1;76,5;2
"299";"0";33;0;0;129,29;0
"93629";"0";4;0;0;97;1
"24966";"1";232;0;0;132;1
"88695";"0";44;0;2;150;0
"59331";"1";457;0;0;104,4;2
"53723";"1";119;0;0;128,7;1
"37369";"0";41;0;1;62;0
"62382";"1";69;0;0;123,75;1
"45298";"0";31;0;0;117;2
"69653";"1";118;0;0;65;0
"16424";"0";19;0;0;35;0
"41074";"0";59;0;0;109;0
"18606";"0";36;0;0;39;2
"66585";"1";26;0;0;101,5;0
"51824";"1";55;0;0;68,53;0
"20926";"1";143;0;1;85;0
"30896";"0";9;0;2;51,25;0
"68333";"1";98;0;0;67;1
"101054";"0";222;0;0;90;0
"54007";"1";275;0;0;124,4;1
"70588";"1";34;0;0;66;0
"42001";"0";15;0;0;62;0
"66789";"1";212;0;0;62;0
"4296";"0";90;0;0;69,36;0
"94135";"0";73;0;0;74,8;0
"25025";"1";183;0;1;89,3;0
"1538";"0";61;0;0;128;0
"97637";"0";48;0;1;80,1;0
"8722";"0";0;0;0;40,8;2
"87148";"0";36;0;0;120;0
"54623";"1";193;0;0;90;2
"84739";"0";86;0;0;160;1
"84844";"0";16;0;0;135,9;2
"7529";"0";25;0;0;66;0
"82300";"0";144;0;0;155,7;1
"96271";"0";30;1;0;206,52;1
"47556";"0";310;0;0;110;0
"291";"0";54;0;0;123;0
"14743";"1";364;0;0;60,15;0
"34445";"0";197;0;0;98,6;1
"21784";"0";225;0;0;103;1
"88703";"0";11;0;0;70;0
"13119";"1";335;0;0;123;0
"26350";"1";84;0;0;106;2
"71306";"1";226;0;1;77,25;1
"7258";"1";76;0;0;76;0
"75719";"0";8;0;0;99,45;1
"19367";"0";49;0;0;83,23;1
"49135";"0";3;0;0;112,14;3
"17518";"1";9;0;0;39;1
"132";"0";9;0;0;89;0
"9572";"0";72;0;0;115;1
"96875";"0";123;0;0;105,75;1
"37419";"0";4;0;0;90;0
"52306";"1";168;0;0;159;1
"84374";"0";63;1;0;246;0
"66674";"1";209;0;0;75;0
"81735";"0";292;0;0;85;1
"42334";"0";119;0;0;75;0
"11037";"1";33;0;0;192;1
"76876";"0";11;0;0;94,5;0
"81427";"0";148;0;0;94,95;0
"51418";"1";48;0;0;62;0
"40703";"0";34;0;0;170;0
"6451";"0";15;0;0;219;1
"84130";"0";0;0;0;131,4;2
"9797";"0";10;0;0;50,4;1
"53105";"1";54;0;0;144,9;0
"49931";"0";60;0;0;65;0
"34839";"0";48;0;0;86,7;0
"2656";"0";11;0;1;94;1
"86009";"0";132;0;0;162;2
"3292";"1";399;0;0;36,86;1
"25657";"1";179;0;1;120;1
"103166";"0";135;0;0;189,43;2
"35290";"0";40;1;0;279;1
"5292";"0";272;0;0;90;0
"38798";"0";192;0;0;62;0
"49000";"0";202;0;0;62;0
"31092";"0";3;0;0;60;0
"59906";"1";98;0;0;117;2
"86575";"0";10;0;0;95;0
"101306";"0";65;2;0;185;0
"92856";"0";10;0;0;88;0
"39062";"0";14;0;0;105,25;2
"4093";"0";328;0;0;45,9;0
"60630";"1";30;2;0;254;0
"79007";"0";247;0;0;115;1
"91744";"0";1;0;0;65;0
"75282";"0";72;0;0;117,9;0
"33820";"0";1;0;0;73,33;0
"14326";"0";257;0;0;103,5;1
"36064";"0";114;0;0;185,99;1
"58651";"1";131;0;0;85;0
"41543";"0";6;0;0;109;0
"24167";"1";40;0;1;219;1
"57526";"1";72;0;0;62;0
"28764";"1";153;0;0;97,7;2
"80478";"0";36;0;0;164,87;2
"89466";"0";65;0;0;80,85;1
"22046";"1";277;0;0;68,8;0
"68847";"1";315;0;0;97,92;1
"45987";"0";326;0;0;96;0
"31196";"0";7;0;0;75;0
"77241";"0";102;0;0;116,1;1
"39779";"0";0;0;0;126;0
"63339";"1";55;0;0;141,3;1
"36746";"0";168;0;0;148,7;0
"75041";"0";1;0;0;101;0
"47824";"0";106;0;0;100;0
"22542";"1";23;1;0;196;0
"17809";"0";17;0;0;51;0
"27836";"1";103;0;0;30,24;0
"18942";"0";25;0;0;63;0
"35746";"0";108;0;2;253,6;1
"27578";"1";319;0;0;74,38;0
"79592";"0";150;0;1;137,1;1
"40296";"0";142;0;0;109;0
"8290";"1";131;1;1;75,6;1
"34998";"0";236;0;0;136,33;1
"57959";"1";38;0;0;85;0
"94532";"0";38;1;0;98;0
"95157";"1";31;0;1;135;2
"87819";"0";71;0;0;85;0
"18326";"0";54;0;0;50;0
"96812";"0";7;0;1;65;1
"86131";"0";171;0;1;96,9;0
"17630";"0";8;0;0;43;1
"11600";"1";102;2;0;264,29;0
"63979";"1";37;0;0;90;0
"58671";"1";111;0;0;135;0
"47971";"0";182;0;0;104,76;1
"67181";"1";270;0;0;170;0
"15163";"1";207;0;0;70;0
"58964";"1";57;2;0;101,25;0
"8518";"0";9;0;0;87;0
"60530";"1";317;0;0;140,4;0
"72009";"0";106;0;0;48,33;0
"14801";"1";273;0;0;66,15;0
"54021";"1";275;1;0;129,25;2
"72627";"0";28;0;1;84,65;0
"90755";"0";5;0;0;130,9;2
"12702";"1";18;0;0;76,5;2
"15446";"0";1;0;0;70;0
"51680";"1";98;0;0;118,8;0
"68288";"1";265;0;0;62;0
"20715";"0";183;0;2;50,59;0
"69221";"1";476;0;0;75;0
"13790";"1";155;0;0;101,65;0
"91472";"0";0;0;0;88;0
"10152";"0";42;0;0;115;1
"65376";"1";125;0;0;62,8;0
"40686";"0";33;0;0;170;0
"15950";"0";76;0;0;86;0
"4399";"0";1;0;0;84;0
"95182";"0";206;0;1;72;0
"93338";"0";1;0;0;80;2
"67900";"1";150;0;1;170;0
"35517";"0";147;0;0;184,86;2
"78497";"0";95;0;0;65;1
"49474";"0";10;0;0;110;0
"63626";"1";11;0;0;117,9;0
"18535";"0";0;0;0;42;0
"97668";"0";0;0;0;180;1
"102381";"0";80;0;0;108;1
"55886";"1";119;0;0;109,65;2
"69260";"1";82;0;0;65,45;1
"2090";"0";3;0;0;87;0
"53258";"1";6;0;0;95;0
"18223";"1";34;1;0;88;2
"89287";"0";22;0;1;67,76;1
"77758";"0";14;0;0;144;0
"59942";"1";305;0;0;169;1
"51486";"0";109;0;0;119,85;0
"729";"0";36;0;0;135;0
"49982";"1";44;2;0;142,3;0
"42786";"0";80;0;0;71,6;0
"18148";"1";3;2;1;98;0
"68522";"1";120;0;0;6;0
"81115";"0";93;2;1;140;3
"81495";"0";130;0;0;103,5;0
"89986";"0";0;0;0;79,2;1
"24642";"1";20;1;0;200,96;2
"44172";"0";207;0;2;71,1;1
"78632";"0";88;2;0;112,01;1
"27001";"1";154;0;0;70;0
"14431";"1";302;0;0;141;2
"100504";"0";166;0;0;121,5;0
"74114";"0";96;0;0;88;1
"68580";"1";135;0;0;65;1
"78771";"0";31;0;0;121,25;1
"96524";"0";213;0;0;99;2
"56267";"1";203;0;0;122,4;2
"17779";"1";34;0;0;51;0
"50872";"1";87;0;0;140,7;0
"96652";"0";49;0;0;108;0
"18574";"0";0;0;0;35;0
"96901";"0";9;0;1;119;0
"51581";"1";105;0;0;168,3;0
"80175";"0";42;0;0;96,3;0
"89790";"0";53;0;0;100;1
"11872";"0";41;0;0;270;1
"44572";"0";150;0;0;65,42;1
"11702";"0";47;2;0;244;0
"49800";"1";31;0;0;139;0
"43564";"0";119;0;0;65,66;1
"77298";"0";0;0;0;89;0
"4652";"0";62;0;0;85;0
"90300";"0";105;0;0;100,33;0
"89556";"0";68;0;0;75;0
"101443";"0";293;0;1;107,1;3
"64329";"1";205;0;0;177,3;0
"85642";"0";25;1;0;187;2
"52119";"1";103;0;0;149,4;1
"12386";"0";84;0;0;43,2;0
"100118";"0";0;0;2;160;0
"57104";"1";120;0;0;74,8;2
"1549";"0";69;1;1;113;3
"38581";"0";5;0;0;100,67;2
"19322";"0";72;0;0;65,4;0
"86597";"0";21;0;0;97,02;1
"31718";"0";0;0;0;66;0
"38526";"0";154;0;1;75;0
"47861";"0";68;0;0;140,4;0
"43272";"0";0;0;1;79;1
"26530";"1";173;0;0;58;3
"80349";"0";34;0;0;157,68;2
"17810";"0";42;0;0;61;1
"81490";"0";190;0;0;181;0
"74265";"0";6;0;3;125;0
"68495";"1";215;0;0;97,02;0
"14619";"1";301;0;2;59;0
"73655";"0";1;0;0;125;2
"30612";"0";0;0;0;34,56;0
"9858";"0";37;2;0;155;1
"76403";"0";53;0;0;119;0
"60061";"1";50;1;0;144;1
"39407";"0";18;0;0;75;0
"29980";"0";0;0;0;48;1
"39262";"0";220;0;0;78,54;1
"80759";"0";7;0;0;86,36;0
"70712";"1";17;0;0;69;0
"103691";"0";123;0;0;116,1;0
"76791";"0";25;0;0;110;0
"55239";"1";365;0;0;108;3
"9343";"0";0;1;0;198;0
"7705";"0";135;2;0;123;0
"35382";"0";39;0;0;128;0
"74891";"0";130;1;1;143,1;1
"17281";"1";25;0;1;48;2
"62980";"1";42;0;0;90;0
"69455";"1";240;0;0;120;0
"33506";"0";148;0;1;55,2;1
"59784";"1";43;0;1;169,5;0
"46990";"0";124;0;0;90;0
"31242";"0";1;0;0;70;1
"69627";"1";134;0;0;98,67;1
"42285";"0";40;0;3;70;0
"779";"0";4;0;0;192;2
"45306";"0";7;0;0;158,2;0
"11133";"0";210;2;0;210;0
"58169";"1";270;0;0;93,6;1
"83185";"0";169;1;0;123,25;1
"63681";"1";138;0;0;89,1;2
"31784";"0";0;0;0;62;0
"57167";"1";51;0;0;95;0
"57214";"1";23;0;0;68;0
"11565";"1";102;0;1;164;0
"12712";"1";14;0;0;42;0
"65644";"1";161;0;0;62;0
"23548";"1";12;0;0;142,94;1
"61372";"1";288;2;0;219;2
"72479";"1";8;0;0;130;2
"48547";"0";184;0;0;120;0
"23431";"1";1;1;1;175,5;1
"24394";"1";181;0;0;190,34;0
"60984";"1";37;0;0;160;0
"36176";"0";214;0;0;239,75;2
"83901";"0";0;1;0;136,44;1
"67256";"1";247;0;0;62,8;0
"99365";"0";15;0;0;89;0
"64416";"1";56;0;0;112,5;1
"69465";"1";65;0;0;95;0
"81797";"0";63;0;0;228,6;2
"90659";"0";7;0;0;87;0
"75267";"0";54;1;1;84,65;1
"106";"0";115;0;0;58,95;1
"28786";"1";200;0;0;340;1
"34609";"0";29;0;0;83,7;0
"77532";"0";85;0;1;116,1;1
"93559";"0";207;0;0;79,2;3
"51426";"1";53;0;0;62;0
"36951";"0";166;0;0;222;3
"51253";"1";56;0;2;135,9;2
"100338";"0";109;0;0;108;2
"47752";"0";195;0;0;130,9;0
"50081";"1";19;0;0;89,25;0
"67080";"1";174;0;1;77;0
"77879";"0";1;0;0;160;0
"32239";"0";16;0;0;77,84;1
"103809";"0";184;0;2;121,5;2
"21884";"1";182;0;0;44,45;0
"52122";"1";103;0;0;135,9;0
"102754";"0";149;0;1;80,1;1
"80891";"0";144;0;0;136,85;1
"46411";"0";301;0;0;95;0
"9321";"0";5;0;0;138,4;1
"67687";"1";22;0;0;65;0
"25362";"1";11;0;2;67,5;0
"2503";"0";85;0;0;37,4;1
"1165";"1";58;0;0;133;0
"605";"0";22;0;0;153;2
"102722";"0";11;0;0;160;1
"6126";"0";1;0;0;209;0
"90904";"0";36;1;0;103,1;1
"101498";"0";233;1;0;80,1;0
"76065";"0";94;0;0;81,08;1
"21976";"1";131;0;0;46,4;1
"41235";"0";0;0;0;72,75;0
"28218";"1";169;0;0;80;0
"69139";"1";234;0;0;123;0
"90236";"0";4;0;0;79,2;0
"6544";"0";1;0;0;246;0
"45338";"0";128;0;0;112,2;0
"23716";"0";336;1;0;301;0
"55328";"1";76;0;0;103,5;0
"46249";"0";11;0;0;99,3;1
"68452";"1";368;0;0;75;1
"9229";"1";1;0;0;37,5;0
"20279";"1";106;0;3;82,74;0
"79943";"0";3;0;0;96,3;1
"68329";"1";129;0;1;65;1
"73073";"0";4;0;0;81;0
"81282";"0";261;0;0;99,45;1
"3963";"0";156;0;0;60,2;2
"65756";"1";43;0;0;62;0
"18489";"1";49;0;0;26,1;0
"18200";"1";34;0;0;26;0
"91361";"0";20;0;1;208;1
"101314";"0";1;0;0;170;0
"601";"0";34;0;1;217,05;1
"91935";"0";0;0;5;93;0
"34906";"0";24;2;0;214;0
"26083";"1";26;0;0;72;1
"76280";"0";5;0;0;74;0
"96658";"0";63;0;0;162;2
"38999";"0";0;0;0;90;0
"94589";"0";22;0;0;105,4;1
"21309";"1";468;0;0;92;1
"75785";"0";25;0;0;94,5;1
"70959";"0";4;0;0;80,75;1
"93961";"0";22;1;1;109,3;1
"98596";"0";115;0;0;135;4
"52039";"1";10;0;0;65;0
"41998";"0";1;0;0;60;0
"14289";"1";355;0;0;203;2
"88526";"0";43;0;0;108;2
"18255";"1";25;0;0;111,5;1
"69235";"1";229;0;0;120;1
"60460";"1";211;0;0;143,55;2
"54840";"1";53;0;0;90;0
"84";"0";69;0;1;92,45;1
"62602";"1";59;0;0;126;2
"73062";"0";4;0;0;81;0
"16529";"0";1;0;0;99;2
"75937";"0";76;0;1;90,95;1
"35864";"0";136;2;0;360;1
"62581";"1";32;0;0;90;0
"31477";"0";12;0;0;42;2
"55451";"1";372;0;0;74,8;0
"50143";"1";21;2;0;278,9;0
"69803";"1";81;0;0;60;0
"57596";"1";23;1;0;188;0
"5212";"0";266;0;0;85;0
"28093";"1";140;0;0;30;0
"88656";"0";10;2;0;187;0
"96794";"0";46;0;0;160,2;1
"1098";"1";99;0;0;154;1
"78008";"0";0;0;0;95;0
"3640";"0";183;0;1;80;1
"76126";"0";79;0;0;101;2
"5028";"0";239;0;0;41,33;2
"35925";"0";177;0;0;171;1
"99045";"0";209;1;0;153,79;2
"55913";"1";16;0;0;67,15;0
"91942";"0";44;0;0;96,9;0
"56382";"1";188;0;0;88;1
"33960";"0";72;1;2;81,71;0
"17692";"0";11;0;0;48;1
"30038";"0";128;0;0;54;1
"21772";"0";225;0;0;41,4;0
"43734";"0";0;0;0;80;0
"33906";"0";228;0;0;115;0
"36248";"0";170;0;0;282;2
"14060";"1";304;0;0;153;0
"15876";"1";5;0;1;38;0
"83508";"0";57;0;0;135,9;2
"27449";"1";272;0;0;35;0
"68795";"1";9;0;1;95;0
"99531";"0";156;0;0;126;1
"85599";"0";315;0;0;113,34;1
"23170";"1";75;0;2;183,86;1
"86429";"0";328;0;1;139,5;2
"57567";"1";317;1;0;109,8;2
"77066";"0";4;2;0;187,85;1
"58335";"1";39;0;0;78,4;0
"79289";"0";57;0;0;90,67;1
"57754";"1";15;0;0;79,2;0
"49803";"0";37;0;0;96;0
"8116";"1";39;0;0;46,8;0
"25318";"1";130;0;0;155;1
"90351";"0";38;0;1;69,36;2
"39425";"0";198;0;0;75;0
"14498";"1";323;0;0;157,82;1
"100494";"0";113;0;0;135;0
"88870";"0";33;0;0;117,37;1
"49338";"1";29;0;0;75;0
"37698";"0";147;0;0;62;0
"78235";"0";212;0;0;78;0
"56964";"1";65;0;0;80;0
"82512";"0";14;0;0;105,3;1
"97944";"0";90;0;0;107,53;1
"63752";"1";29;0;0;111;2
"65591";"1";27;0;0;62,8;0
"39663";"0";159;0;0;111,6;0
"86549";"0";173;0;0;98,1;0
"40691";"0";97;0;0;102;0
"44850";"0";9;0;0;140;0
"54620";"1";193;0;0;90;2
"65826";"1";54;0;0;62,8;0
"88851";"0";34;0;0;145,8;1
"49083";"0";42;0;0;96;0
"17628";"0";8;0;0;29;1
"57655";"1";302;1;0;108,8;1
"72376";"0";21;2;0;42;0
"54365";"1";344;0;0;79,2;1
"58409";"1";206;0;1;90,46;2
"5067";"0";39;0;0;72;0
"24270";"1";1;0;0;236;1
"62762";"1";35;0;0;105;0
"60902";"1";21;0;0;140;1
"86327";"0";34;0;0;115,6;0
"15044";"1";358;0;0;52,8;0
"33758";"0";13;0;1;147;0
"12334";"0";98;1;2;111,5;3
"98241";"0";90;0;0;119,25;0
"7649";"0";3;0;0;44,66;1
"61196";"1";185;0;0;128;0
"42026";"0";1;0;0;60;0
"85325";"0";36;0;2;108;0
"49428";"0";12;0;0;139;0
"90047";"0";7;0;0;75,2;0
"91002";"0";10;0;0;74,8;1
"96420";"0";92;1;0;137;1
"13857";"1";278;0;2;201,8;1
"4474";"0";125;0;0;82,95;1
"29626";"0";3;0;0;45,67;1
"97418";"0";54;0;0;126;2
"68886";"1";133;0;0;67;0
"28984";"1";213;0;0;37,8;3
"18771";"0";13;0;0;64;0
"87526";"0";48;0;0;96,3;4
"38133";"0";11;0;0;138;0
"69533";"1";187;0;0;89;0
"3748";"0";130;0;0;84;0
"75171";"0";54;0;0;80,75;0
"58007";"1";418;0;0;62;0
"44527";"0";38;1;1;76,05;1
"26211";"1";103;0;0;75;0
"39163";"0";245;2;0;131,75;1
"57970";"1";123;0;0;85;0
"83014";"0";146;0;0;105,3;2
"86669";"0";150;0;0;117;1
"72358";"0";58;0;2;81;0
"70500";"1";12;0;0;73;0
"37874";"0";99;0;0;94,5;0
"15980";"0";1;0;0;30;0
"59812";"1";166;0;0;130,5;1
"30035";"0";23;0;0;36;0
"4478";"0";74;0;1;85,33;0
"95952";"0";178;0;1;103,05;0
"98891";"0";0;0;0;95;0
"13142";"1";349;0;0;115;4
"4690";"1";247;0;0;90;1
"16782";"0";221;0;0;26;0
"9729";"0";34;2;0;213;0
"53205";"0";297;0;0;187,2;0
"16000";"0";11;0;0;45;0
"93167";"0";2;1;1;198;2
"45716";"0";70;0;0;115;0
"8714";"0";4;0;0;60;1
"15180";"1";224;0;0;76;1
"51992";"1";108;0;0;106,2;0
"65135";"1";123;0;0;149;1
"23196";"1";134;0;2;154;1
"102794";"0";25;0;0;147;1
"46951";"0";1;2;0;198,9;0
"48766";"0";27;0;0;140;0
"17529";"0";40;0;0;39;1
"56765";"1";106;2;1;176;2
"56165";"1";207;0;0;75;0
"42055";"0";4;0;0;60;0
"31064";"0";33;0;1;29;0
"32935";"0";71;0;0;45;0
"54077";"1";213;0;0;94;0
"3701";"0";2;0;0;61,67;1
"27592";"1";230;0;0;34,24;2
"16611";"1";7;0;0;51,67;0
"34155";"0";109;0;0;172;2
"41442";"0";8;0;0;65;1
"38056";"0";212;0;0;114;0
"46403";"0";314;0;0;99,45;0
"48953";"0";2;0;0;76,92;0
"75540";"0";86;0;0;89;0
"35896";"0";140;0;0;214;1
"79897";"0";45;0;0;179;2
"62234";"1";59;0;0;95;0
"33201";"0";13;0;0;78,85;0
"102695";"0";0;0;0;111,6;1
"88292";"0";150;0;0;120;1
"53501";"1";65;0;0;83,18;1
"8851";"0";145;0;0;68;0
"12271";"0";98;0;0;110,5;3
"8068";"0";41;0;0;65,83;3
"8761";"0";55;0;0;74,1;1
"68128";"1";115;0;1;120;1
"65957";"1";133;0;0;60;0
"63514";"1";241;1;2;126,73;1
"52697";"1";437;0;0;96;0
"35255";"0";47;0;0;178;1
"56673";"1";4;0;0;60;0
"78163";"0";14;0;0;135,8;1
"20202";"1";65;0;0;87;1
"45594";"0";102;0;0;90,9;0
"3471";"1";155;0;0;64;0
"11655";"0";41;2;1;437;0
"74412";"0";52;0;0;90;2
"64943";"1";92;0;0;125;1
"72729";"0";7;0;0;67,22;1
"59810";"1";166;0;0;166,5;0
"27604";"1";247;1;1;48,3;0
"99472";"0";110;0;2;153;1
"30881";"0";0;2;0;100;1
"62892";"1";183;0;0;140;1
"27144";"1";8;0;2;60,24;0
"74141";"0";52;0;0;87;0
"83631";"0";1;1;2;152,1;1
"62933";"1";50;0;0;130;0
"39082";"0";172;0;0;95;1
"55900";"1";386;0;0;88;1
"53071";"1";9;0;0;138;0
"44887";"0";31;0;0;62;0
"16677";"0";5;0;0;52;1
"50582";"0";74;0;0;65;0
"27499";"1";304;0;0;43;1
"7892";"0";1;0;0;58,57;0
"80581";"0";116;0;0;90,95;2
"43010";"0";1;0;0;77,25;0
"93897";"0";53;0;0;108,5;0
"9293";"0";0;0;0;93,75;1
"7151";"0";131;0;0;89;0
"39628";"0";138;0;0;110;0
"37182";"0";37;0;0;68,85;0
"39708";"0";64;0;0;126,25;2
"19351";"0";97;0;0;48;2
"91638";"0";44;0;0;98;0
"82194";"0";6;0;1;125;0
"35964";"0";10;1;1;178,2;2
"32980";"0";2;0;0;75;1
"37338";"0";284;0;0;76,5;0
"69192";"1";24;0;0;94,99;2
"71007";"0";0;0;0;69;2
"63374";"1";25;0;0;89,1;1
"4544";"0";193;0;0;84;0
"75295";"0";135;0;0;90,9;1
"47343";"0";28;0;0;109,65;0
"92235";"0";12;0;0;108;0
"26748";"1";172;1;0;96,13;1
"50250";"1";1;1;0;121,5;0
"25917";"1";181;0;0;74,75;2
"34629";"0";16;0;0;73,5;0
"48811";"0";18;0;0;72;0
"28990";"1";84;0;1;68,25;2
"67189";"1";348;0;0;49,74;0
"79033";"0";118;0;0;110;0
"73463";"0";45;0;0;74;0
"28234";"1";55;0;1;110;0
"10746";"0";164;0;0;211;1
"75331";"0";36;0;0;128,6;1
"37319";"0";151;0;0;62;0
"57075";"1";127;0;0;108;0
"18268";"1";25;0;0;29;0
"24520";"1";135;1;0;352;1
"95169";"0";3;0;1;146;0
"15401";"1";342;0;0;56,4;1
"67022";"1";63;0;1;81;0
"57586";"0";258;0;0;118;0
"72585";"0";81;0;0;77;1
"27902";"1";145;0;0;48;1
"37391";"0";16;0;0;90;0
"44031";"0";0;0;1;74,95;0
"72209";"0";0;0;0;79,4;1
"23273";"1";42;0;0;106,26;0
"75701";"0";4;0;0;104;0
"92101";"0";2;0;0;75;0
"38494";"0";245;0;0;75;0
"97062";"0";17;0;1;149;1
"77082";"0";115;0;0;156;1
"19392";"0";43;0;0;48;1
"16331";"0";16;0;0;66;0
"61250";"1";72;0;0;125,1;1
"66947";"1";186;0;1;65;0
"82357";"0";22;0;0;149,4;1
"17180";"1";33;0;0;55;2
"49926";"1";68;0;0;65;0
"100368";"0";175;0;0;166,5;0
"43853";"0";14;0;0;60;0
"83503";"0";202;0;0;165;1
"15586";"1";0;0;0;43,93;1
"77273";"0";0;0;0;56;0
"89288";"0";17;0;0;80,75;2
"45955";"0";32;0;0;103;0
"93951";"0";127;1;4;77;2
"43559";"0";51;0;0;67,5;0
"20094";"1";14;0;1;97,5;0
"49754";"0";48;0;0;137,7;0
"14659";"1";301;0;0;74;1
"45593";"0";43;0;0;105,3;0
"37911";"0";104;0;0;62;0
"16650";"0";0;1;0;32,5;1
"86695";"0";115;0;0;85,5;0
"19184";"0";58;0;0;35;0
"43042";"0";5;0;2;71;0
"101254";"0";180;0;0;80,1;1
"93258";"0";35;0;0;61,6;1
"102732";"0";148;0;0;121,88;1
"40262";"0";89;0;0;109;0
"8403";"0";5;0;0;67,95;3
"78223";"0";0;0;0;141;0
"55785";"1";65;0;0;120,36;2
"85689";"0";27;0;0;95;0
"79017";"0";247;0;1;93;0
"78490";"0";129;0;1;120;0
"50355";"1";12;0;0;62;0
"24290";"0";364;0;0;201;0
"1342";"0";50;0;0;98,63;0
"42909";"0";6;0;0;73,95;0
"26699";"1";224;0;1;82,28;0
"26037";"1";339;0;0;57,5;0
"22425";"1";18;0;1;129;1
"18404";"0";32;0;0;124;0
"38294";"0";190;0;0;109;0
"21131";"0";199;0;1;138,5;0
"27535";"1";150;0;0;66;0
"67245";"1";25;0;0;62,8;0
"33052";"0";4;0;0;100;0
"69442";"1";240;0;1;65;0
"6200";"0";0;0;0;199,2;0
"76613";"0";32;0;0;85,5;0
"100151";"0";45;0;0;120;1
"33054";"0";76;0;1;70;0
"41049";"0";1;0;0;91;0
"100865";"0";13;0;1;120;1
"22375";"1";139;0;0;105,2;0
"92776";"0";38;0;1;98;1
"100154";"0";53;0;0;140;1
"29704";"0";1;0;0;32;0
"48478";"0";2;0;0;120;0
"20038";"1";30;0;0;48;0
"99288";"0";10;1;1;239;1
"4601";"0";45;0;0;52,2;0
"52166";"1";270;0;0;100;0
"85241";"0";33;0;0;109,29;1
"44118";"0";88;0;0;73,95;0
"24961";"1";46;0;1;114,2;0
"102323";"0";261;0;0;89;0
"19150";"0";0;2;0;86;1
"101094";"0";122;0;3;198;2
"56441";"1";94;0;0;80;0
"25672";"1";14;0;0;59;0
"75770";"0";83;0;0;104;1
"47305";"0";20;0;0;140,4;0
"46840";"0";310;0;0;95;0
"54088";"1";213;0;0;88;0
"5883";"0";0;2;0;142,5;0
"83287";"0";136;0;0;90,95;1
"79543";"0";60;0;0;124;1
"23381";"1";23;0;0;104,85;3
"49854";"0";35;0;0;86,63;1
"55258";"1";128;0;0;74,8;1
"42638";"0";0;0;0;72,25;2
"56779";"1";202;0;0;81;2
"24345";"1";342;0;2;209,8;1
"15149";"1";199;0;0;50,16;0
"60913";"1";67;0;0;90;0
"45976";"0";228;0;0;95,2;0
"18969";"0";15;0;1;40;0
"13685";"1";326;0;0;146,25;1
"50901";"0";78;0;0;62;0
"50417";"1";19;0;0;145,41;0
"56619";"1";75;1;0;120,33;0
"28476";"1";148;0;0;48;1
"18004";"0";45;0;0;50,8;1
"34479";"0";8;2;1;140,4;3
"35118";"0";1;2;1;207;0
"63714";"1";50;1;0;176;1
"9886";"0";112;0;2;67,5;2
"88155";"0";247;0;1;62,5;0
"6679";"0";17;0;0;131;0
"55143";"1";51;0;0;112,5;0
"1812";"0";121;0;0;99;2
"33569";"0";109;0;3;57;0
"24260";"0";337;0;0;186,6;0
"25347";"1";149;0;0;116;0
"94231";"0";60;0;0;68;1
"92402";"0";38;0;0;84,08;2
"26424";"1";216;0;0;52,36;1
"21388";"0";211;0;0;137;2
"97815";"0";3;0;1;211,33;1
"8653";"0";4;0;0;88;1
"4091";"0";55;0;0;74,45;0
"58714";"1";67;0;0;95;0
"58251";"1";267;0;0;78,2;1
"153";"0";94;0;3;124,45;1
"63389";"1";39;0;0;152,1;1
"103562";"0";272;0;1;156,6;1
"3714";"0";62;0;0;76,5;0
"3248";"0";0;0;0;68;1
"103049";"0";150;1;0;157,5;1
"99812";"0";101;0;0;100,8;1
"26493";"1";167;0;2;49;0
"25081";"1";16;0;0;162;1
"60120";"1";277;0;0;145,8;2
"36738";"0";0;0;0;262;3
"70906";"1";395;0;0;150;1
"84508";"0";42;0;0;103,89;1
"35149";"0";0;0;1;264;0
"24738";"1";378;0;0;239,43;0
"18007";"0";3;0;0;60;0
"29402";"0";6;0;1;55;0
"44952";"0";34;0;0;85,5;0
"11077";"0";92;0;0;192;0
"46606";"0";241;0;0;121;0
"85279";"0";346;0;1;90;0
"74552";"0";4;0;0;90;0
"29487";"0";11;0;1;62,4;1
"32842";"0";56;0;0;100;1
"18683";"0";0;0;0;43;1
"56079";"1";103;2;0;109,2;0
"66825";"1";175;0;0;62;0
"104245";"0";30;0;0;151,67;0
"83529";"0";11;0;1;127,6;1
"86670";"0";38;0;0;108,99;1
"43616";"0";11;0;0;85;0
"66060";"1";86;0;0;76,5;2
"40217";"0";162;0;0;80;0
"64489";"1";112;0;0;145;0
